pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_7,pre_8,pre_9,post_1,Y,D
1.1349650886581932,-0.2532047619106883,0.2801845939878689,0,1,1,1,0.0012159644727828274,0.9373546189257668,1.1349650886581932,12.993770949499645,0
1.111931845036948,-1.7184789446438322,-0.3303740403397345,0,0,1,0,0.0016455081534850243,0.5183643324222083,13.49984619084386,12.387914345806912,1
-0.8707776336053425,3.2906027592401537,1.245425769161837,0,1,0,1,0.0014265653368787765,0.4164371387589953,16.24124500734207,17.112022640947412,1
0.21073158507284281,1.7343585417085565,-2.3918039020500492,1,0,0,1,0.0017219235285541605,1.159528080213779,0.21073158507284281,14.13767624381893,0
0.06939564737445846,0.9210162689427146,-3.775829083505734,0,0,0,1,0.001673258883409498,0.532950777181536,15.313503407124552,15.244107759750094,1
-1.6626488528419243,1.9848832293050578,0.6164380972095571,0,1,0,0,0.0011567338953406099,0.9179531615881985,-1.6626488528419243,11.497711488359844,0
0.8108399801772302,1.0756825987998768,2.1282383507739686,1,1,0,1,0.0015012799436456257,1.0487429052428485,0.8108399801772302,13.797823440593268,0
-1.9123457960470815,-0.8530206922840928,-1.0978671624141605,1,0,1,0,0.0015556836354966956,1.0738324705129216,-1.9123457960470815,11.51962244234598,0
-1.246753428795042,-2.0024688131761845,2.2664942228992566,1,0,0,0,0.0015207774713916682,1.0575781351653493,-1.246753428795042,9.690617496153449,0
0.9981544450573141,0.7057324373859177,1.7338402918551985,1,1,1,1,0.0015464153856694642,0.4694611612843644,18.143641167319387,17.145486722262074,1
-0.5408727445142615,0.5576529771140226,-0.13001751082726087,1,1,1,0,0.0018736130237822293,0.6511781168450848,14.538239047655596,15.079111792169858,1
-0.2163757907802474,-0.49657129281872003,-0.2553667409577708,0,0,0,0,0.001479293517203802,1.0389843236411431,-0.2163757907802474,11.950514752739576,0
-1.6219372928419786,1.5900432673921514,-3.1921623604008476,0,0,1,0,0.0014767654467023976,0.43787594194581964,9.199110783104851,10.82104807594683,1
-1.4509639653993613,0.5538841620405458,2.8732680140330165,0,1,0,1,0.0010243556280124671,0.27853001128224997,14.256258614959261,15.707222580358623,1
0.3509097306878202,2.1675027818241146,-0.4250139030462977,0,1,1,1,0.0016341170455469137,1.1124930918143108,0.3509097306878202,11.547595010104272,0
-0.17454692873122396,2.8261344282561964,-1.241244168402716,0,0,0,1,0.0016004105664782166,0.4955066390984769,18.284489122680743,18.459036051411967,1
-0.5914284702161574,0.11596806232371804,-2.2723538289103042,1,1,1,0,0.0013822385817800153,0.9983809736901054,-0.5914284702161574,4.83834583080643,0
-1.3340272608960762,-0.23764440935033293,-5.810931789851907,0,1,1,0,0.0017823547516329242,0.5943836210685299,10.414568769541507,11.748596030437582,1
-1.0972985011922842,1.2027373327795021,-1.5591994600377053,1,0,1,0,0.001761510067069111,0.5821221195098089,11.238333535868389,12.335632037060673,1
2.03610360936432,3.0155225083066655,-2.79368838819369,1,0,0,1,0.001721676954512901,0.5593901321217509,20.092738080794415,18.056634471430094,1
-0.3264895933748261,-1.453306165611135,-0.9051656280102691,1,1,1,0,0.001778163692692025,0.5918977371608218,10.387916340187946,10.714405933562771,1
0.7740052120214802,-0.1842690090133725,1.673740710151837,0,0,1,1,0.0017547732166008241,0.5782136300731067,16.012111186883175,15.238105974861696,1
0.7850064006792795,-0.012227055988463631,0.670469913730207,0,0,1,1,0.0016242408036903815,0.5074564983365191,17.794199594094852,17.009193193415573,1
0.7632460803458939,1.5300768823256092,-4.173641628955414,1,0,0,0,6.984572094377997e-4,0.8010648304136627,0.7632460803458939,6.411178175469407,0
0.2948087595650368,4.3705347274006,-0.7697041990241893,1,0,0,1,0.0017263006577122278,0.561982574789471,18.356081149013722,18.061272389448686,1
-1.2523559241726558,0.3439279979986055,-2.7899048352599323,0,0,1,0,0.0013721627943392236,0.9943871260470999,-1.2523559241726558,8.22478206528512,0
-1.0095037527696604,0.39683734696626594,-3.9934812636664327,0,0,1,0,0.0015777830405914175,0.4844204493294671,7.49802292144266,8.50752667421232,1
0.7513911945459346,-1.408540350214655,-3.008955557314518,0,1,0,0,0.0012610847083128571,0.3529247616100726,9.649510052410738,8.898118857864803,1
-1.3083535125827608,-0.4728996860731354,-3.4135151143551226,1,1,1,0,0.0015089211899552161,0.45218499448913796,8.194362900316907,9.502716412899668,1
0.527540097063652,2.087155409148067,-2.735396168985083,0,0,0,1,0.0016897159573735952,0.5417941560199703,13.88748533258637,13.35994523552272,1
-0.5335395735773398,-0.054042186083534505,1.3354833538247486,1,1,0,0,0.0016787175924063208,1.1358679551529045,-0.5335395735773398,8.954798971418795,0
-0.39837601409363826,0.31202541334494416,-4.075838848929807,0,1,0,0,0.0013602614956601095,0.9897212272657004,-0.39837601409363826,6.95934253491602,0
-0.7895694504948291,0.5007268290564889,-0.35849221182706303,0,0,1,0,0.001478798701772787,1.0387671611559368,-0.7895694504948291,8.702390862259085,0
-0.2301411362705476,0.9118937534521971,-0.9273221325707183,1,0,0,0,0.0015986185859157996,0.4946194959417095,17.091088427606984,17.32122956387753,1
0.877184841651799,3.290481653763549,-1.2299305904619604,0,0,0,1,9.642959950117843e-4,0.8622940443171393,0.877184841651799,8.505840354479323,0
0.45373317754117476,2.7624090723118404,-1.0241482960296124,1,0,0,1,0.0012767599905637729,0.958500543670032,0.45373317754117476,14.012063609686694,0
-0.23246414772341448,3.840575156652844,-1.6339986659150134,0,0,1,1,0.0015272968481120813,0.46057100462896505,18.80964534467295,19.042109492396367,1
0.8700055246902798,-1.6225452253651143,-1.1821666183937105,1,0,0,0,0.0013713549729216124,0.9940686603288814,0.8700055246902798,5.928760799591481,0
1.656003734146824,0.3456230447782902,1.8756276141856025,1,1,1,1,0.0018082929305122358,0.6100025371983884,20.230200734740748,18.574197000593923,1
-0.006368928914844858,2.4751715880548115,1.6934734509106137,0,1,1,1,0.001751488667991192,0.5763175748457544,13.742386276855687,13.748755205770532,1
0.4704894531077612,0.5703088565181711,-0.232346524353788,1,1,1,1,0.0013442936523311313,0.9835476403746413,0.4704894531077612,7.586171155044131,0
0.2782186490647415,1.4498340399228526,-1.7597930491060425,1,1,0,0,0.0013208589898960807,0.9746638319863492,0.2782186490647415,8.47641218462757,0
